OpportunityID,EmailDate,EmailType,Response,ResponseTime,Opened,Clicked,Replied
88,2025-03-27,Documentation,Replied,,True,False,True
88,2025-08-15,Pricing,Clicked,85.0,True,True,True
88,2025-08-25,Outreach,No Response,32.0,True,True,False
88,2025-03-18,Contract,Replied,126.0,True,True,False
88,2025-05-10,Pricing,No Response,135.0,False,False,True
88,2025-06-28,Pricing,No Response,,False,True,True
88,2025-09-13,Documentation,Replied,,True,True,False
88,2025-08-15,Follow-up,Replied,147.0,True,True,True
88,2025-04-19,Contract,Opened,63.0,True,True,False
88,2025-04-20,Follow-up,Replied,147.0,True,True,True
89,2024-11-18,Outreach,Replied,114.0,True,True,True
89,2024-11-07,Proposal,No Response,,False,False,True
89,2025-01-14,Follow-up,Clicked,,False,True,True
89,2024-12-08,Documentation,Replied,,True,False,True
89,2024-11-23,Documentation,Clicked,15.0,False,False,True
90,2025-01-14,Proposal,Clicked,,False,True,False
90,2024-12-20,Documentation,Opened,,False,False,True
90,2025-04-11,Follow-up,Replied,,False,False,True
90,2025-04-18,Follow-up,No Response,4.0,True,False,False
90,2025-02-11,Pricing,Clicked,68.0,False,False,True
90,2025-02-24,Contract,Replied,,True,True,True
90,2025-02-16,Proposal,Replied,142.0,True,False,True
90,2025-01-24,Outreach,Replied,,False,True,False
90,2025-02-04,Follow-up,Opened,,False,False,False
90,2025-05-16,Follow-up,No Response,,True,False,False
90,2025-05-25,Follow-up,Clicked,,True,False,False
90,2025-04-16,Follow-up,Replied,,True,False,True
90,2025-06-11,Outreach,Opened,59.0,False,True,True
90,2025-04-15,Documentation,Opened,140.0,False,True,True
90,2025-06-23,Follow-up,Clicked,,True,True,False
90,2024-12-19,Pricing,No Response,71.0,False,True,True
90,2025-03-14,Follow-up,Opened,64.0,True,True,False
90,2025-06-11,Proposal,Clicked,125.0,True,False,False
91,2024-11-21,Pricing,Clicked,,True,False,False
91,2025-01-29,Documentation,Clicked,24.0,True,False,True
91,2024-12-13,Follow-up,Clicked,45.0,True,True,True
91,2024-12-02,Proposal,No Response,115.0,True,True,True
91,2024-11-29,Contract,Clicked,,False,False,True
91,2025-04-24,Outreach,Clicked,,False,True,True
91,2025-02-02,Outreach,Clicked,,True,True,True
91,2024-12-23,Outreach,Clicked,,True,False,True
92,2024-08-02,Contract,Replied,,True,True,False
92,2024-09-11,Follow-up,No Response,,False,False,True
92,2024-11-29,Outreach,Clicked,,False,False,False
92,2024-06-18,Pricing,Opened,13.0,True,True,False
92,2024-09-04,Contract,Clicked,132.0,True,True,True
92,2024-07-26,Outreach,Opened,137.0,True,False,True
92,2024-07-31,Proposal,Replied,45.0,True,False,False
92,2024-07-17,Follow-up,Clicked,132.0,True,False,True
92,2024-09-11,Contract,Opened,,False,True,False
92,2024-08-20,Outreach,Opened,6.0,True,True,True
93,2024-10-11,Contract,Opened,48.0,False,True,False
93,2025-01-14,Contract,Replied,161.0,True,True,False
93,2024-11-18,Documentation,Opened,,False,False,True
93,2024-09-20,Pricing,Clicked,,False,False,True
93,2024-10-07,Follow-up,Replied,80.0,False,False,True
93,2025-01-06,Documentation,No Response,11.0,True,True,False
93,2024-10-31,Documentation,Replied,,True,False,False
93,2025-01-12,Follow-up,No Response,,True,True,False
93,2024-10-07,Proposal,Clicked,,False,True,False
93,2024-11-17,Follow-up,No Response,141.0,True,False,True
93,2024-12-12,Follow-up,Clicked,,False,False,True
93,2025-02-05,Contract,Clicked,16.0,True,False,True
93,2024-09-30,Documentation,Replied,142.0,True,False,False
93,2025-02-10,Follow-up,No Response,,True,True,False
93,2025-03-01,Follow-up,Opened,,False,True,True
94,2024-12-21,Contract,No Response,,True,False,False
94,2025-01-30,Follow-up,Opened,107.0,True,False,False
94,2025-01-08,Outreach,Replied,,True,False,True
94,2025-02-22,Proposal,No Response,90.0,False,False,True
94,2025-01-01,Documentation,Clicked,,False,True,False
94,2025-01-03,Contract,Opened,120.0,False,False,False
94,2025-01-25,Proposal,Opened,27.0,False,True,True
95,2025-01-17,Contract,Clicked,,True,False,True
95,2025-01-07,Contract,Opened,,True,True,True
95,2024-12-17,Proposal,Clicked,,False,True,False
95,2025-04-29,Follow-up,Clicked,23.0,True,False,False
95,2025-04-27,Outreach,Opened,61.0,True,True,False
95,2024-12-19,Follow-up,No Response,,True,True,False
95,2024-11-02,Contract,Opened,156.0,False,False,False
95,2024-11-18,Documentation,No Response,2.0,True,True,True
95,2024-11-01,Pricing,Opened,,False,True,True
95,2025-03-26,Pricing,Opened,96.0,False,False,False
95,2024-12-31,Contract,Replied,106.0,True,True,False
95,2025-01-27,Pricing,Replied,14.0,True,False,True
95,2024-11-25,Pricing,Replied,138.0,False,True,True
96,2025-06-15,Documentation,Replied,150.0,True,False,True
96,2025-03-15,Contract,Clicked,155.0,True,True,True
96,2025-05-26,Proposal,Replied,,False,True,True
96,2025-04-06,Outreach,Replied,133.0,False,True,False
96,2025-07-11,Outreach,Replied,126.0,False,False,False
96,2025-08-09,Outreach,Opened,32.0,False,True,True
96,2025-03-21,Outreach,Clicked,,False,False,True
96,2025-02-06,Documentation,Clicked,,True,False,True
96,2025-02-25,Follow-up,Clicked,,False,False,True
96,2025-05-21,Pricing,Clicked,,True,False,False
96,2025-05-19,Pricing,Clicked,134.0,False,False,True
96,2025-03-01,Follow-up,Replied,135.0,False,True,False
96,2025-04-17,Follow-up,No Response,104.0,True,True,True
96,2025-07-15,Proposal,Opened,26.0,False,False,True
96,2025-07-05,Outreach,Replied,74.0,False,True,True
96,2025-08-01,Documentation,Replied,103.0,False,False,False
96,2025-06-21,Contract,No Response,133.0,False,True,False
97,2025-05-08,Pricing,Clicked,84.0,True,False,True
97,2025-04-03,Proposal,Clicked,48.0,True,True,True
97,2025-02-09,Follow-up,No Response,,True,False,True
97,2025-04-17,Documentation,Clicked,,True,False,False
97,2024-12-03,Contract,No Response,55.0,False,True,True
97,2025-02-17,Contract,Replied,133.0,True,True,False
97,2024-11-26,Proposal,No Response,36.0,False,False,True
97,2025-04-15,Follow-up,No Response,,True,False,False
97,2024-12-19,Pricing,No Response,,False,False,True
97,2025-01-20,Outreach,No Response,,True,True,True
97,2025-04-10,Proposal,Replied,64.0,True,False,False
97,2025-04-13,Follow-up,Clicked,,False,True,True
97,2025-01-07,Documentation,Clicked,1.0,False,False,False
97,2024-12-12,Outreach,Opened,,True,True,True
97,2025-05-16,Follow-up,Replied,12.0,True,False,True
97,2025-05-01,Contract,Replied,75.0,True,False,True
97,2025-03-22,Documentation,Clicked,149.0,False,False,True
98,2025-04-20,Proposal,Clicked,,False,True,False
98,2025-02-05,Documentation,Replied,,True,True,False
98,2024-11-20,Contract,No Response,,True,True,False
98,2024-10-20,Pricing,Opened,,False,False,True
98,2024-11-26,Pricing,Opened,,True,False,False
98,2024-11-02,Follow-up,Clicked,116.0,True,True,True
99,2025-03-01,Contract,Clicked,88.0,False,True,False
99,2025-04-18,Outreach,No Response,52.0,True,True,True
99,2025-05-03,Follow-up,Opened,,True,True,False
99,2025-01-29,Pricing,Replied,119.0,False,False,False
99,2024-12-31,Follow-up,Clicked,,True,False,False
99,2025-02-05,Pricing,Opened,148.0,False,True,True
99,2025-03-11,Proposal,Opened,110.0,False,False,True
99,2025-01-29,Documentation,Clicked,,True,False,False
99,2025-04-15,Outreach,Clicked,,False,True,True
99,2024-12-19,Outreach,Clicked,125.0,True,True,True
99,2025-02-04,Pricing,No Response,146.0,False,False,False
99,2025-01-28,Documentation,Clicked,29.0,True,False,False
99,2024-12-07,Proposal,Clicked,,True,False,False
99,2025-03-13,Contract,Opened,,False,True,False
99,2025-04-06,Follow-up,No Response,3.0,False,True,False
100,2025-01-31,Contract,Clicked,57.0,False,False,True
100,2025-02-01,Documentation,Replied,85.0,False,True,False
100,2025-04-23,Pricing,Clicked,133.0,True,True,True
100,2025-04-03,Pricing,No Response,,True,False,True
100,2025-04-30,Pricing,Replied,40.0,True,True,False
100,2025-01-18,Pricing,Clicked,,False,False,True
100,2025-03-27,Pricing,Replied,165.0,True,False,False
100,2025-05-05,Contract,No Response,167.0,False,True,False
100,2025-02-24,Follow-up,No Response,,False,False,True
